"id","partner_id/id","icao","iata","elevation","aerodrome_type"
"aerodrome_07CT","partner_07CT","07CT","","430","closed"
"aerodrome_07D","partner_07D","07D","","764","small_airport"
"aerodrome_07FA","partner_07FA","07FA","OCA","8","small_airport"
"aerodrome_07FD","partner_07FD","07FD","","90","closed"
"aerodrome_07FL","partner_07FL","07FL","","18","heliport"
"aerodrome_07GA","partner_07GA","07GA","","750","small_airport"
"aerodrome_07I","partner_07I","07I","","538","seaplane_base"
"aerodrome_07ID","partner_07ID","07ID","","4580","small_airport"
"aerodrome_07II","partner_07II","07II","","740","heliport"
"aerodrome_07IN","partner_07IN","07IN","","750","small_airport"
"aerodrome_07K","partner_07K","07K","","1717","small_airport"
"aerodrome_07KS","partner_07KS","07KS","","1321","small_airport"
"aerodrome_07KY","partner_07KY","07KY","","532","small_airport"
"aerodrome_07LA","partner_07LA","07LA","","","closed"
"aerodrome_07LS","partner_07LS","07LS","","80","heliport"
"aerodrome_07MA","partner_07MA","07MA","","149","heliport"
"aerodrome_07MD","partner_07MD","07MD","","700","small_airport"
"aerodrome_07ME","partner_07ME","07ME","","250","heliport"
"aerodrome_07MI","partner_07MI","07MI","","1065","small_airport"
"aerodrome_07MN","partner_07MN","07MN","","1680","small_airport"
"aerodrome_07MO","partner_07MO","07MO","","880","small_airport"
"aerodrome_07MT","partner_07MT","07MT","","2762","small_airport"
"aerodrome_07N","partner_07N","07N","","470","small_airport"
"aerodrome_07NC","partner_07NC","07NC","","625","small_airport"
"aerodrome_07NH","partner_07NH","07NH","","1404","seaplane_base"
"aerodrome_07NJ","partner_07NJ","07NJ","","10","heliport"
"aerodrome_07NV","partner_07NV","07NV","","5120","small_airport"
"aerodrome_07NY","partner_07NY","07NY","","1320","heliport"
"aerodrome_07OH","partner_07OH","07OH","","1025","closed"
"aerodrome_07OK","partner_07OK","07OK","","1322","small_airport"
"aerodrome_07OR","partner_07OR","07OR","","250","small_airport"
"aerodrome_07PN","partner_07PN","07PN","","1690","small_airport"
"aerodrome_07SN","partner_07SN","07SN","","1965","small_airport"
"aerodrome_07TA","partner_07TA","07TA","","30","small_airport"
"aerodrome_07TE","partner_07TE","07TE","","39","small_airport"
"aerodrome_07TN","partner_07TN","07TN","","970","small_airport"
"aerodrome_07TS","partner_07TS","07TS","","690","small_airport"
"aerodrome_07TX","partner_07TX","07TX","","660","heliport"
"aerodrome_07UT","partner_07UT","07UT","","4480","small_airport"
"aerodrome_07VA","partner_07VA","07VA","","350","small_airport"
"aerodrome_07VT","partner_07VT","07VT","","801","small_airport"
"aerodrome_07WA","partner_07WA","07WA","","2110","heliport"
"aerodrome_07WI","partner_07WI","07WI","","990","closed"
"aerodrome_07XS","partner_07XS","07XS","","840","heliport"
"aerodrome_07Y","partner_07Y","07Y","","1289","small_airport"
"aerodrome_08AK","partner_08AK","08AK","","200","small_airport"
"aerodrome_08AL","partner_08AL","08AL","","8","seaplane_base"
"aerodrome_08AR","partner_08AR","08AR","","206","closed"
"aerodrome_08AZ","partner_08AZ","08AZ","","1240","heliport"
"aerodrome_08B","partner_08B","08B","","65","small_airport"
"aerodrome_08CA","partner_08CA","08CA","","1810","heliport"
"aerodrome_08CL","partner_08CL","08CL","","1025","small_airport"
"aerodrome_08CN","partner_08CN","08CN","","270","heliport"
"aerodrome_08CO","partner_08CO","08CO","","5600","small_airport"
"aerodrome_08CT","partner_08CT","08CT","","881","seaplane_base"
"aerodrome_08F","partner_08F","08F","","615","small_airport"
"aerodrome_08FA","partner_08FA","08FA","","35","small_airport"
"aerodrome_08FD","partner_08FD","08FD","","65","small_airport"
"aerodrome_08FL","partner_08FL","08FL","","103","small_airport"
"aerodrome_08G","partner_08G","08G","","960","heliport"
"aerodrome_08GA","partner_08GA","08GA","","12","small_airport"
"aerodrome_08ID","partner_08ID","08ID","","2680","small_airport"
"aerodrome_08II","partner_08II","08II","","943","heliport"
"aerodrome_08IL","partner_08IL","08IL","","643","closed"
"aerodrome_08IN","partner_08IN","08IN","","812","seaplane_base"
"aerodrome_08IS","partner_08IS","08IS","","400","small_airport"
"aerodrome_08KS","partner_08KS","08KS","","1250","small_airport"
"aerodrome_08KT","partner_08KT","08KT","","435","heliport"
"aerodrome_08KY","partner_08KY","08KY","","820","small_airport"
"aerodrome_08LA","partner_08LA","08LA","","4","heliport"
"aerodrome_08LL","partner_08LL","08LL","","665","small_airport"
"aerodrome_08LS","partner_08LS","08LS","","51","small_airport"
"aerodrome_08MA","partner_08MA","08MA","","360","small_airport"
"aerodrome_08MD","partner_08MD","08MD","","470","heliport"
"aerodrome_08ME","partner_08ME","08ME","","554","small_airport"
"aerodrome_08MI","partner_08MI","08MI","","1019","heliport"
"aerodrome_08MN","partner_08MN","08MN","","1372","seaplane_base"
"aerodrome_08MO","partner_08MO","08MO","","955","small_airport"
"aerodrome_08MS","partner_08MS","08MS","","345","small_airport"
"aerodrome_08MT","partner_08MT","08MT","","3450","small_airport"
"aerodrome_08N","partner_08N","08N","","550","small_airport"
"aerodrome_08NC","partner_08NC","08NC","","750","small_airport"
"aerodrome_08ND","partner_08ND","08ND","","1990","small_airport"
"aerodrome_08NE","partner_08NE","08NE","","1467","small_airport"
"aerodrome_08NH","partner_08NH","08NH","","574","heliport"
"aerodrome_08NJ","partner_08NJ","08NJ","","429","heliport"
"aerodrome_08NY","partner_08NY","08NY","","650","small_airport"
"aerodrome_08OH","partner_08OH","08OH","","1230","small_airport"
"aerodrome_08OK","partner_08OK","08OK","","635","small_airport"
"aerodrome_08OL","partner_08OL","08OL","","1518","small_airport"
"aerodrome_08OR","partner_08OR","08OR","","4990","small_airport"
"aerodrome_08PA","partner_08PA","08PA","","1812","heliport"
"aerodrome_08PN","partner_08PN","08PN","","310","heliport"
"aerodrome_08R","partner_08R","08R","","130","small_airport"
"aerodrome_08TA","partner_08TA","08TA","","1208","heliport"
"aerodrome_08TE","partner_08TE","08TE","","1447","small_airport"
"aerodrome_08TN","partner_08TN","08TN","","820","small_airport"
"aerodrome_08TS","partner_08TS","08TS","","420","closed"
"aerodrome_08TX","partner_08TX","08TX","","1040","small_airport"
"aerodrome_08U","partner_08U","08U","","6397","small_airport"
"aerodrome_08VA","partner_08VA","08VA","","1000","small_airport"
"aerodrome_08WA","partner_08WA","08WA","","2","closed"
"aerodrome_08WI","partner_08WI","08WI","","1225","closed"
"aerodrome_08XA","partner_08XA","08XA","","280","small_airport"
"aerodrome_08XS","partner_08XS","08XS","","45","small_airport"
"aerodrome_09AA","partner_09AA","09AA","","5742","heliport"
"aerodrome_09AK","partner_09AK","09AK","","228","small_airport"
"aerodrome_09AR","partner_09AR","09AR","","310","heliport"
"aerodrome_09AZ","partner_09AZ","09AZ","","4970","small_airport"
"aerodrome_09CA","partner_09CA","09CA","","320","heliport"
"aerodrome_09CL","partner_09CL","09CL","","2275","small_airport"
"aerodrome_09CN","partner_09CN","09CN","","272","heliport"
"aerodrome_09CO","partner_09CO","09CO","","4180","small_airport"
"aerodrome_09FA","partner_09FA","09FA","","130","small_airport"
"aerodrome_09FD","partner_09FD","09FD","","71","small_airport"
"aerodrome_09FL","partner_09FL","09FL","","60","small_airport"
"aerodrome_09GA","partner_09GA","09GA","","230","small_airport"
"aerodrome_09I","partner_09I","09I","","1110","seaplane_base"
"aerodrome_09IA","partner_09IA","09IA","","820","small_airport"
"aerodrome_09ID","partner_09ID","09ID","","3835","small_airport"
"aerodrome_09II","partner_09II","09II","","880","small_airport"
"aerodrome_09IL","partner_09IL","09IL","","610","closed"
"aerodrome_09IN","partner_09IN","09IN","","850","small_airport"
"aerodrome_09IS","partner_09IS","09IS","","874","heliport"
"aerodrome_09KS","partner_09KS","09KS","","970","small_airport"
"aerodrome_09KY","partner_09KY","09KY","","531","heliport"
"aerodrome_09LA","partner_09LA","09LA","","2","heliport"
"aerodrome_09LL","partner_09LL","09LL","","1000","small_airport"
"aerodrome_09LS","partner_09LS","09LS","","181","heliport"
"aerodrome_09MA","partner_09MA","09MA","","403","small_airport"
"aerodrome_09ME","partner_09ME","09ME","","260","small_airport"
"aerodrome_09MI","partner_09MI","09MI","","842","heliport"
"aerodrome_09MN","partner_09MN","09MN","","1060","small_airport"
"aerodrome_09MO","partner_09MO","09MO","","1210","small_airport"
"aerodrome_09N","partner_09N","09N","","450","small_airport"
"aerodrome_09NC","partner_09NC","09NC","","310","small_airport"
"aerodrome_09NE","partner_09NE","09NE","","1250","small_airport"
"aerodrome_09NJ","partner_09NJ","09NJ","","100","heliport"
"aerodrome_09NR","partner_09NR","09NR","","561","small_airport"
"aerodrome_09NY","partner_09NY","09NY","","254","heliport"
"aerodrome_09OK","partner_09OK","09OK","","700","small_airport"
"aerodrome_09OR","partner_09OR","09OR","","487","heliport"
"aerodrome_09PA","partner_09PA","09PA","","1780","small_airport"
"aerodrome_09PN","partner_09PN","09PN","","480","heliport"
"aerodrome_09S","partner_09S","09S","","2614","small_airport"
"aerodrome_09TA","partner_09TA","09TA","","923","small_airport"
"aerodrome_09TE","partner_09TE","09TE","","787","small_airport"
"aerodrome_09TN","partner_09TN","09TN","","924","heliport"
"aerodrome_09TS","partner_09TS","09TS","","3100","small_airport"
"aerodrome_09TX","partner_09TX","09TX","","2522","small_airport"
"aerodrome_09VA","partner_09VA","09VA","","2375","small_airport"
"aerodrome_09VG","partner_09VG","09VG","","1390","heliport"
"aerodrome_09W","partner_09W","09W","","10","heliport"
"aerodrome_09WA","partner_09WA","09WA","","2081","heliport"
"aerodrome_09WI","partner_09WI","09WI","","705","small_airport"
"aerodrome_09XS","partner_09XS","09XS","","710","heliport"
"aerodrome_09Y","partner_09Y","09Y","","687","seaplane_base"
"aerodrome_0AA6","partner_0AA6","0AA6","","292","heliport"
"aerodrome_0AA7","partner_0AA7","0AA7","","65","small_airport"
"aerodrome_0AK","partner_0AK","0AK","PQS","305","small_airport"
"aerodrome_0AK0","partner_0AK0","0AK0","","800","small_airport"
"aerodrome_0AK1","partner_0AK1","0AK1","","463","small_airport"
"aerodrome_0AK2","partner_0AK2","0AK2","","81","small_airport"
"aerodrome_0AK3","partner_0AK3","0AK3","","250","small_airport"
"aerodrome_0AK5","partner_0AK5","0AK5","","1580","small_airport"
"aerodrome_0AK6","partner_0AK6","0AK6","","1800","small_airport"
"aerodrome_0AK7","partner_0AK7","0AK7","","18","small_airport"
"aerodrome_0AK8","partner_0AK8","0AK8","","515","closed"
"aerodrome_0AK9","partner_0AK9","0AK9","","110","small_airport"
"aerodrome_0AL0","partner_0AL0","0AL0","","619","heliport"
"aerodrome_0AL1","partner_0AL1","0AL1","","97","small_airport"
"aerodrome_0AL2","partner_0AL2","0AL2","","1040","heliport"
"aerodrome_0AL3","partner_0AL3","0AL3","","295","heliport"
"aerodrome_0AL4","partner_0AL4","0AL4","","870","heliport"
"aerodrome_0AL5","partner_0AL5","0AL5","","247","small_airport"
"aerodrome_0AL6","partner_0AL6","0AL6","","155","heliport"
"aerodrome_0AL7","partner_0AL7","0AL7","","621","heliport"
"aerodrome_0AL8","partner_0AL8","0AL8","","763","heliport"
"aerodrome_0AL9","partner_0AL9","0AL9","","590","small_airport"
"aerodrome_0AR0","partner_0AR0","0AR0","","1352","heliport"
"aerodrome_0AR1","partner_0AR1","0AR1","","370","closed"
"aerodrome_0AR2","partner_0AR2","0AR2","","217","small_airport"
"aerodrome_0AR3","partner_0AR3","0AR3","","2160","closed"
"aerodrome_0AR4","partner_0AR4","0AR4","","1251","heliport"
"aerodrome_0AR5","partner_0AR5","0AR5","","382","heliport"
"aerodrome_0AR6","partner_0AR6","0AR6","","547","heliport"
"aerodrome_0AR7","partner_0AR7","0AR7","","150","closed"
"aerodrome_0AR8","partner_0AR8","0AR8","","549","heliport"
"aerodrome_0AR9","partner_0AR9","0AR9","","1540","heliport"
"aerodrome_0AZ0","partner_0AZ0","0AZ0","","1161","heliport"
"aerodrome_0AZ1","partner_0AZ1","0AZ1","","2130","closed"
"aerodrome_0AZ2","partner_0AZ2","0AZ2","","1930","small_airport"
"aerodrome_0AZ4","partner_0AZ4","0AZ4","","1505","small_airport"
"aerodrome_0AZ5","partner_0AZ5","0AZ5","","2080","small_airport"
"aerodrome_0AZ6","partner_0AZ6","0AZ6","","1213","heliport"
"aerodrome_0AZ7","partner_0AZ7","0AZ7","","1180","heliport"
"aerodrome_0B2","partner_0B2","0B2","","124","small_airport"
"aerodrome_0B7","partner_0B7","0B7","","1470","small_airport"
"aerodrome_0C1","partner_0C1","0C1","","1000","small_airport"
"aerodrome_0C2","partner_0C2","0C2","","760","small_airport"
"aerodrome_0C5","partner_0C5","0C5","","960","small_airport"
"aerodrome_0C7","partner_0C7","0C7","","727","small_airport"
"aerodrome_0C8","partner_0C8","0C8","","640","small_airport"
"aerodrome_0C9","partner_0C9","0C9","","320","heliport"
"aerodrome_0CA0","partner_0CA0","0CA0","","180","closed"
"aerodrome_0CA1","partner_0CA1","0CA1","","190","closed"
"aerodrome_0CA2","partner_0CA2","0CA2","","294","heliport"
"aerodrome_0CA3","partner_0CA3","0CA3","","570","small_airport"
"aerodrome_0CA4","partner_0CA4","0CA4","","660","small_airport"
"aerodrome_0CA5","partner_0CA5","0CA5","","3100","small_airport"
"aerodrome_0CA6","partner_0CA6","0CA6","","480","small_airport"
"aerodrome_0CA7","partner_0CA7","0CA7","","158","heliport"
"aerodrome_0CA8","partner_0CA8","0CA8","","2500","small_airport"
"aerodrome_0CA9","partner_0CA9","0CA9","","1140","small_airport"
"aerodrome_0CD0","partner_0CD0","0CD0","","5000","heliport"
"aerodrome_0CD1","partner_0CD1","0CD1","","4356","heliport"
"aerodrome_0CD2","partner_0CD2","0CD2","","5800","small_airport"
"aerodrome_0CD3","partner_0CD3","0CD3","","4635","heliport"
"aerodrome_0CD4","partner_0CD4","0CD4","","5120","heliport"
"aerodrome_0CD5","partner_0CD5","0CD5","","5686","small_airport"
"aerodrome_0CD6","partner_0CD6","0CD6","","5204","heliport"
"aerodrome_0CD7","partner_0CD7","0CD7","","5135","small_airport"
"aerodrome_0CD8","partner_0CD8","0CD8","","3575","heliport"
"aerodrome_0CD9","partner_0CD9","0CD9","","5563","heliport"
"aerodrome_0CL0","partner_0CL0","0CL0","","500","small_airport"
"aerodrome_0CL1","partner_0CL1","0CL1","","3042","small_airport"
"aerodrome_0CL2","partner_0CL2","0CL2","","","heliport"
"aerodrome_0CL3","partner_0CL3","0CL3","","490","small_airport"
"aerodrome_0CL4","partner_0CL4","0CL4","","770","heliport"
"aerodrome_0CL5","partner_0CL5","0CL5","","46","heliport"
"aerodrome_0CL6","partner_0CL6","0CL6","","2410","small_airport"
"aerodrome_0CL7","partner_0CL7","0CL7","","473","heliport"
"aerodrome_0CL8","partner_0CL8","0CL8","","2510","small_airport"
"aerodrome_0CL9","partner_0CL9","0CL9","","1482","heliport"
"aerodrome_0CN1","partner_0CN1","0CN1","","140","small_airport"
"aerodrome_0CN2","partner_0CN2","0CN2","","67","small_airport"
"aerodrome_0CO0","partner_0CO0","0CO0","","5047","heliport"
"aerodrome_0CO1","partner_0CO1","0CO1","","5170","small_airport"
"aerodrome_0CO2","partner_0CO2","0CO2","CSE","8980","small_airport"
"aerodrome_0CO3","partner_0CO3","0CO3","","5373","closed"
"aerodrome_0CO4","partner_0CO4","0CO4","","4935","heliport"
"aerodrome_0CO5","partner_0CO5","0CO5","","4697","small_airport"
"aerodrome_0CO6","partner_0CO6","0CO6","","8000","small_airport"
"aerodrome_0CO7","partner_0CO7","0CO7","","4935","heliport"
"aerodrome_0CO8","partner_0CO8","0CO8","","5010","small_airport"
"aerodrome_0CO9","partner_0CO9","0CO9","","7613","small_airport"
"aerodrome_0CT0","partner_0CT0","0CT0","","640","heliport"
"aerodrome_0CT1","partner_0CT1","0CT1","","350","heliport"
"aerodrome_0CT2","partner_0CT2","0CT2","","330","heliport"
"aerodrome_0CT3","partner_0CT3","0CT3","","431","heliport"
"aerodrome_0CT4","partner_0CT4","0CT4","","400","heliport"
"aerodrome_0CT5","partner_0CT5","0CT5","","184","heliport"
"aerodrome_0CT6","partner_0CT6","0CT6","","113","heliport"
"aerodrome_0CT7","partner_0CT7","0CT7","","80","heliport"
"aerodrome_0CT8","partner_0CT8","0CT8","","510","heliport"
"aerodrome_0CT9","partner_0CT9","0CT9","","211","heliport"
"aerodrome_0D6","partner_0D6","0D6","","1400","small_airport"
"aerodrome_0D7","partner_0D7","0D7","","949","small_airport"
"aerodrome_0D9","partner_0D9","0D9","","1170","small_airport"
"aerodrome_0E9","partner_0E9","0E9","","1020","small_airport"
"aerodrome_0FA0","partner_0FA0","0FA0","","6","heliport"
"aerodrome_0FA1","partner_0FA1","0FA1","","65","small_airport"
"aerodrome_0FA2","partner_0FA2","0FA2","","57","heliport"
"aerodrome_0FA5","partner_0FA5","0FA5","","66","seaplane_base"
"aerodrome_0FD0","partner_0FD0","0FD0","","40","small_airport"
"aerodrome_0FD1","partner_0FD1","0FD1","","20","heliport"
"aerodrome_0FD2","partner_0FD2","0FD2","","8","heliport"
"aerodrome_0FD3","partner_0FD3","0FD3","","70","small_airport"
"aerodrome_0FD4","partner_0FD4","0FD4","","100","heliport"
"aerodrome_0FD5","partner_0FD5","0FD5","","235","small_airport"
"aerodrome_0FD6","partner_0FD6","0FD6","","","seaplane_base"
"aerodrome_0FD9","partner_0FD9","0FD9","","290","small_airport"
"aerodrome_0FL0","partner_0FL0","0FL0","","30","small_airport"
"aerodrome_0FL1","partner_0FL1","0FL1","","110","closed"
"aerodrome_0FL2","partner_0FL2","0FL2","","19","seaplane_base"
"aerodrome_0FL3","partner_0FL3","0FL3","","25","heliport"
"aerodrome_0FL4","partner_0FL4","0FL4","","110","heliport"
"aerodrome_0FL5","partner_0FL5","0FL5","","80","seaplane_base"
